,service,description,status,vendor,year,label_service_name,label_service_category,label_start_time,label_end_time,label_overday_flag,label_timezone,label_location,label_user_symptom,label_user_symptom_category,label_root_cause,label_root_cause_category
177,Amazon Relational Database Service (London),"<div><span class=""yellowfg"">10:52 AM PDT</span>&nbsp;We are investigating connectivity issues affecting some database instances in a single Availability Zone in the EU-WEST-2 Region.</div><div><span class=""yellowfg"">11:26 AM PDT</span>&nbsp;We have determined root cause for the connectivity issues affecting some database instances in a single Availability Zone in the EU-WEST-2 Region. The connectivity issues have been resolved for some database instances and we continue to work towards full recovery.</div><div><span class=""yellowfg"">11:51 AM PDT</span>&nbsp;Between 9:30 AM and 11:40 AM PDT we experienced connectivity issues affecting some database instances in a single Availability Zone in the EU-WEST-2 Region. The issue has been resolved and the service is operating normally.</div>",[RESOLVED] Connectivity Issues,AWS,2020,Amazon Relational Database Service,database,09:30,11:40,0,PDT,London,we experienced connectivity issues affecting some database instances in a single Availability Zone in the EU-WEST-2 Region.,UNAVIL,UNKNOWN,
524,AWS Internet Connectivity (Sao Paulo),"<div><span class=""yellowfg"">11:34 AM PDT</span>&nbsp;We are investigating an issue with an external provider outside of our network, which may be impacting Internet connectivity between some customer networks and the SA-EAST-1 Region. Connectivity to instances and services within the Region is not impacted by the event.</div><div><span class=""yellowfg"">12:17 PM PDT</span>&nbsp;Between 10:34 AM and 11:41 AM PDT we experienced elevated packet loss to and from some destinations on the Internet in the SA-EAST-1 Region. The issue has been resolved and the service is operating normally.</div>",[RESOLVED] Internet Connectivity,AWS,2017,AWS Internet Connectivity,network,10:34,11:41,0,PDT,Sao Paulo,we experienced elevated packet loss to and from some destinations on the Internet in the SA-EAST-1 Region.,OTHERS,UNKNOWN,
527,Amazon Elastic Compute Cloud (N. Virginia),"<div><span class=""yellowfg""> 4:36 PM PDT</span>&nbsp;We are investigating network connectivity issues for some instances in a single Availability Zone in the US-EAST-1 Region.</div><div><span class=""yellowfg""> 4:58 PM PDT</span>&nbsp;We can confirm that some instances are unreachable and some EBS volumes are experiencing degraded performance in a single Availability Zone in the US-EAST-1 Region. Engineers are engaged and we are working to resolve the issue.</div><div><span class=""yellowfg""> 5:05 PM PDT</span>&nbsp;We have identified the root cause and are beginning to see recovery for instances and EBS volumes in the affected Availability Zone in the US-EAST-1 Region. We continue to work toward full resolution.</div><div><span class=""yellowfg""> 5:23 PM PDT</span>&nbsp;Between 4:24 PM and 5:09 PM PDT some instances were unreachable and some EBS volumes experienced degraded performance in a single Availability Zone in the US-EAST-1 Region. The issue has been resolved and the service is operating normally.</div>",[RESOLVED] Network Connectivity,AWS,2017,Amazon Elastic Compute Cloud,compute,16:24,17:09,0,PDT,N. Virginia,some instances were unreachable and some EBS volumes experienced degraded performance in a single Availability Zone in the US-EAST-1 Region.,"UNAVIL, DEPERF",UNKNOWN,
523,Amazon Elastic Compute Cloud (N. Virginia),"<div><span class=""yellowfg"">12:58 AM PDT</span>&nbsp;We are investigating increased error rates for (some) new launches in a single Availability Zone in the US-EAST-1 Region.</div><div><span class=""yellowfg""> 1:16 AM PDT</span>&nbsp;Between July 21 11:45 PM and July 22 12:56 AM PDT we experienced increased error rates for instance launches in the US-EAST-1 Region. Existing instances were unaffected. The issue has been resolved and the service is operating normally.</div>",[RESOLVED] Increased Launch Failure Rates,AWS,2017,Amazon Elastic Compute Cloud,compute,23:45,12:56,1,PDT,N. Virginia,we experienced increased error rates for instance launches in the US-EAST-1 Region.,ERROR,UNKNOWN,
704,Amazon Elastic Compute Cloud (Frankfurt),"<div><span class=""yellowfg""> 1:24 PM PDT</span>&nbsp;We are investigating connectivity issues for some EC2 instances in a single Availability Zone (euc1-az1) in the EU-CENTRAL-1 Region.</div><div><span class=""yellowfg""> 1:55 PM PDT</span>&nbsp;We can confirm increased API error rates and latencies for the EC2 APIs and connectivity issues for instances within a single Availability Zone (euc1-az1) within the EU-CENTRAL-1 Region, caused by an increase in ambient temperature within a subsection of the affected Availability Zone. Other Availability Zones within the EU-CENTRAL-1 Region are not affected by the issue and we continue to work towards resolving the issue.</div><div><span class=""yellowfg""> 2:36 PM PDT</span>&nbsp;We continue to work on resolving the connectivity issues affecting EC2 instances in a single Availability Zone (euc1-az1) within the EU-CENTRAL-1 Region. Ambient temperatures within the affected subsection of the Availability Zone have begun to return to normal levels and we are working to recover the affected EC2 instances and networking devices within the affected Availability Zone. For the vast majority of affected EC2 instances, once network connectivity is restored, the instances will recover. A small number of EC2 instances may have power cycled as a result of the increased temperatures. While we continue to make progress in resolving the issue, we continue to recommend failing away to other Availability Zones in the region if you are able to do so.</div><div><span class=""yellowfg""> 3:26 PM PDT</span>&nbsp;We continue to work on resolving the connectivity issues affecting EC2 instances in a single Availability Zone (euc1-az1) within the EU-CENTRAL-1 Region. While temperatures continue to return to normal levels, engineers are still not able to enter the affected part of the Availability Zone. We believe that the environment will be safe for re-entry within the next 30 minutes, but are working on recovery remotely at this stage. Once we have access to the affected subsection of the Availability Zone, we will be working towards restoring network connectivity and any EC2 instances that were impaired by the high ambient temperatures. We continue to recommend failing away to other Availability Zones in the region if you are able to do so.</div><div><span class=""yellowfg""> 4:12 PM PDT</span>&nbsp;We continue to work on resolving the connectivity issues affecting EC2 instances in a single Availability Zone (euc1-az1) within the EU-CENTRAL-1 Region. Unfortunately, we continue to wait for environmental conditions to improve within the subsection of the affected Availability Zone where it is safe to send in engineers. Some EBS volumes are also experiencing degraded performance within the affected Availability Zone, but are expected to recover once network connectivity is restored. We are working to resolve the issue and will keep you updated on our progress.</div><div><span class=""yellowfg""> 4:33 PM PDT</span>&nbsp;We have restored network connectivity within the affected Availability Zone and continue to work on full recovery of EC2 instances and EBS volumes. Customers should begin to see recovery at this stage.</div><div><span class=""yellowfg""> 5:19 PM PDT</span>&nbsp;We have restored network connectivity within the affected Availability Zone in the EU-CENTRAL-1 Region. The vast majority of affected EC2 instances have now fully recovered but we’re continuing to work through some EBS volumes that continue to experience degraded performance. The environmental conditions within the affected Availability Zone have now returned to normal levels. We will provide further details on the root cause in a subsequent posts, but can confirm that there was no fire within the facility.</div><div><span class=""yellowfg""> 6:54 PM PDT</span>&nbsp;Starting at 1:18 PM PDT we experienced connectivity issues to some EC2 instances, increased API errors rates, and degraded performance for some EBS volumes within a single Availability Zone in the EU-CENTRAL-1 Region. At 4:26 PM PDT, network connectivity was restored and the majority of affected instances and EBS volumes began to recover. At 4:33 PM PDT, increased API error rates and latencies had also returned to normal levels. The issue has been resolved and the service is operating normally.

The root cause of this issue was a failure of a control system which disabled multiple air handlers in the affected Availability Zone. These air handlers move cool air to the servers and equipment, and when they were disabled, ambient temperatures began to rise. Servers and networking equipment in the affected Availability Zone began to power-off when unsafe temperatures were reached. Unfortunately, because this issue impacted several redundant network switches, a larger number of EC2 instances in this single Availability Zone lost network connectivity.

While our operators would normally had been able to restore cooling before impact, a fire suppression system activated inside a section of the affected Availability Zone. When this system activates, the data center is evacuated and sealed, and a chemical is dispersed to remove oxygen from the air to extinguish any fire. In order to recover the impacted instances and network equipment, we needed to wait until the fire department was able to inspect the facility. After the fire department determined that there was no fire in the data center and it was safe to return, the building needed to be re-oxygenated before it was safe for engineers to enter the facility and restore the affected networking gear and servers. The fire suppression system that activated remains disabled. This system is designed to require smoke to activate and should not have discharged. This system will remain inactive until we are able to determine what triggered it improperly. In the meantime, alternate fire suppression measures are being used to protect the data center. 

Once cooling was restored and the servers and network equipment was re-powered, affected instances recovered quickly. A very small number of remaining instances and volumes that were adversely affected by the increased ambient temperatures and loss of power remain unresolved. We continue to work to recover those last affected instances and volumes, and have opened notifications for the remaining impacted customers via the Personal Health Dashboard. For immediate recovery of those resources, we recommend replacing any remaining affected instances or volumes if possible.</div>",[RESOLVED] Connectivity Issues &amp; API Errors,AWS,2022,Amazon Elastic Compute Cloud,compute,13:18,16:33,0,PDT,Frankfurt,"we experienced connectivity issues to some EC2 instances, increased API errors rates, and degraded performance for some EBS volumes within a single Availability Zone in the EU-CENTRAL-1 Region. ","UNAVIL, ERROR, DEPERF","The root cause of this issue was a failure of a control system which disabled multiple air handlers in the affected Availability Zone. These air handlers move cool air to the servers and equipment, and when they were disabled, ambient temperatures began to rise. Servers and networking equipment in the affected Availability Zone began to power-off when unsafe temperatures were reached. Unfortunately, because this issue impacted several redundant network switches, a larger number of EC2 instances in this single Availability Zone lost network connectivity. While our operators would normally had been able to restore cooling before impact, a fire suppression system activated inside a section of the affected Availability Zone. When this system activates, the data center is evacuated and sealed, and a chemical is dispersed to remove oxygen from the air to extinguish any fire. In order to recover the impacted instances and network equipment, we needed to wait until the fire department was able to inspect the facility. After the fire department determined that there was no fire in the data center and it was safe to return, the building needed to be re-oxygenated before it was safe for engineers to enter the facility and restore the affected networking gear and servers. The fire suppression system that activated remains disabled. This system is designed to require smoke to activate and should not have discharged. This system will remain inactive until we are able to determine what triggered it improperly.",
106,Amazon Elastic Compute Cloud (London),"<div><span class=""yellowfg""> 5:59 PM PST</span>&nbsp;We are investigating network connectivity issues for some instances in a single Available Zone in the EU-WEST-2 Region.</div><div><span class=""yellowfg""> 6:29 PM PST</span>&nbsp;We can confirm that some instances have experienced a loss of power in a single Availability Zone in the EU-WEST-2 Region. Some EBS volumes within the affected Availability Zone are experiencing degraded performance. We continue to work on resolving the issue. </div><div><span class=""yellowfg""> 7:15 PM PST</span>&nbsp;Between 5:33 PM and 7:06 PM PST some instances experienced connectivity issues within a single Availability Zone in the EU-WEST-2 Region. The affected instances did not lose power but became unreachable due to a loss of power to networking devices within the affected Availability Zone. Some EBS volumes experienced degraded performance during this time period and launches of new EC2 instances and the creation of new EBS volumes experienced increased error rates. The issue has been resolved and the service is operating normally. </div>",[RESOLVED] Network Connectivity,AWS,2020,Amazon Elastic Compute Cloud,compute,17:33,19:06,0,PST,London,some instances experienced connectivity issues within a single Availability Zone in the EU-WEST-2 Region. The affected instances did not lose power but became unreachable due to a loss of power to networking devices within the affected Availability Zone. Some EBS volumes experienced degraded performance during this time period and launches of new EC2 instances and the creation of new EBS volumes experienced increased error rates. ,"UNAVIL, DEPERF",UNKNOWN,
303,AWS Storage Gateway (N. Virginia),"<div><span class=""yellowfg"">12:46 PM PDT</span>&nbsp;Beginning at 7:39 AM PDT, we are experiencing an issue where Storage Gateway VMs appear to be offline and are not able to perform out of cache reads or upload to our service. The gateways will continue to accept writes but will not be able to proceed to upload them to our service until this issue is resolved. We have identified the root cause and are working towards resolution.</div><div><span class=""yellowfg""> 2:59 PM PDT</span>&nbsp;We continue to work towards resolution on the issue impacting Storage Gateway. The Gateways will continue to accept writes but will not be able to proceed to upload them to our service until this issue is resolved. Based upon the information available at this time, full resolution is estimated to take 2 hours. We are working through the recovery process now and will continue to keep you updated if this timeline changes.</div><div><span class=""yellowfg""> 5:39 PM PDT</span>&nbsp;We are beginning to see recovery in some AWS Regions for the issue impacting Storage Gateway. We continue to work towards resolution for all impacted Regions. We will update the message for each AWS Region as recovery occurs.</div><div><span class=""yellowfg""> 6:32 PM PDT</span>&nbsp;Beginning at 7:39 AM PDT we experienced an issue impacting Storage Gateway in the US-EAST-1 Region. During the event Gateways were unable to perform out of cache reads and appeared offline in the SGW console. Gateways continued to accept writes but were unable to upload them to the AWS service. The issue has been resolved and the service is operating normally. </div>",[RESOLVED] Storage Gateway VMs Offline,AWS,2020,AWS Storage Gateway,storage,07:39,17:39,0,PDT,N. Virginia,we experienced an issue impacting Storage Gateway in the US-EAST-1 Region. During the event Gateways were unable to perform out of cache reads and appeared offline in the SGW console. Gateways continued to accept writes but were unable to upload them to the AWS service.,UNAVIL,UNKNOWN,
72,Amazon Elastic Compute Cloud (N. Virginia),"<div><span class=""yellowfg""> 7:01 AM PDT</span>&nbsp;Between 5:31 AM and 6:42 AM PDT we experienced increased error rates for instance launches in a single availability zone in the US-EAST-1 Region. Existing instances were unaffected. The issue has been resolved and the service is operating normally.</div>",[RESOLVED] Title: Increased Launch Errors,AWS,2020,Amazon Elastic Compute Cloud,compute,05:31,06:42,0,PDT,N. Virginia,we experienced increased error rates for instance launches in a single availability zone in the US-EAST-1 Region.,ERROR,UNKNOWN,
349,AWS NAT Gateway (Seoul),"<div><span class=""yellowfg"">11:09 AM PST</span>&nbsp;태평양시간 오전12:30 (한국시간 오후 5:30) 에서 오전7:10 (한국시간 오전 12:10) 사이에 AP-NORTHEAST-2 리전 내에서 NAT 게이트웨이에 대한 네트워크 연결 문제가 발생합니다. 문제가 해결되었으며 서비스가 정상적으로 작동하고 있습니다. 고객분들은 서비스의 가용률을 복원하기 위한 추가 조치를 취할 필요가 없습니다. 이와 관련하여 질문이나 운영관련 문제를 겪고 있으시다면 https://console.aws.amazon.com/support AWS 지원 센터를 통해 AWS 지원 부서에 문의하십시오. | Between 12:30 AM and 7:10 AM PST we experience periods of network connectivity issues for NAT Gateway within the AP-NORTHEAST-2 Region. The issue has been resolved and the service is operating normally. Customers do not need to take additional measures to restore the availability of this service. If you have any questions or are experiencing any operational issue, please contact the AWS Support department via the AWS Support Center at https://console.aws.amazon.com/support .</div>",[RESOLVED] 네트워크 연결 | Network connectivity,AWS,2020,AWS NAT Gateway,network,07:10,12:30,0,PST,Seoul,we experience periods of network connectivity issues for NAT Gateway within the AP-NORTHEAST-2 Region.,UNAVIL,UNKNOWN,
143,Amazon Elastic Compute Cloud (US-East),"<div><span class=""yellowfg""> 5:08 PM PDT</span>&nbsp;We are investigating internet connectivity issues in the US-GOV-EAST-1 Region.</div><div><span class=""yellowfg""> 5:27 PM PDT</span>&nbsp;We can confirm Internet and EC2 Public IP address connectivity issues for newly launched EC2 instances within the US-GOV-EAST-1 Region. Connectivity for existing instances is not affected.</div><div><span class=""yellowfg""> 5:59 PM PDT</span>&nbsp;Between 3:29 PM and 5:50 PM PDT some newly launched instances experienced Internet and EC2 Public IP address connectivity issues in the US-GOV-EAST-1 Region. The issue has been resolved and the service is operating normally.</div>",[RESOLVED] Network Connectivity,AWS,2020,Amazon Elastic Compute Cloud,compute,15:29,17:50,0,PDT,US-East,some newly launched instances experienced Internet and EC2 Public IP address connectivity issues in the US-GOV-EAST-1 Region.,UNAVIL,UNKNOWN,
180,Amazon Elastic Compute Cloud (Tokyo),"<div><span class=""yellowfg""> 9:18 PM PDT</span>&nbsp;We are investigating connectivity issues affecting some instances in a single Availability Zone in the AP-NORTHEAST-1 Region.</div><div><span class=""yellowfg""> 9:47 PM PDT</span>&nbsp;We can confirm that some instances are impaired and some EBS volumes are experiencing degraded performance within a single Availability Zone in the AP-NORTHEAST-1 Region. Some EC2 APIs are also experiencing increased error rates and latencies. We are working to resolve the issue.</div><div><span class=""yellowfg"">10:27 PM PDT</span>&nbsp;We have identified the root cause and are working toward recovery for the instance impairments and degraded EBS volume performance within a single Availability Zone in the AP-NORTHEAST-1 Region.</div><div><span class=""yellowfg"">11:40 PM PDT</span>&nbsp;We are starting to see recovery for instance impairments and degraded EBS volume performance within a single Availability Zone in the AP-NORTHEAST-1 Region. We continue to work towards recovery for all affected instances and EBS volumes.</div><div><span class=""yellowfg"">Aug 23,  1:54 AM PDT</span>&nbsp;Recovery is in progress for instance impairments and degraded EBS volume performance within a single Availability Zone in the AP-NORTHEAST-1 Region. We continue to work towards recovery for all affected instances and EBS volumes.</div><div><span class=""yellowfg"">Aug 23,  2:39 AM PDT</span>&nbsp;The majority of impaired EC2 instances and EBS volumes experiencing degraded performance have now recovered. We continue to work on recovery for the remaining EC2 instances and EBS volumes that are affected by this issue. This issue affects EC2 instances and EBS volumes in a single Availability Zone in the AP-NORTHEAST-1 region.</div><div><span class=""yellowfg"">Aug 23,  4:18 AM PDT</span>&nbsp;日本時間 2019年8月23日 12:36 より、AP-NORTHEAST-1 の単一のアベイラビリティゾーンで、一定の割合の EC2 サーバのオーバーヒートが発生しました。この結果、当該アベイラビリティゾーンの EC2 インスタンス及び EBS ボリュームのパフォーマンスの劣化が発生しました。このオーバーヒートは、影響を受けたアベイラビリティゾーン中の一部の冗長化された空調設備の管理システム障害が原因です。日本時間 15:21 に冷却装置は復旧し、室温が通常状態に戻り始めました。温度が通常状態に戻ったことで、影響を受けたインスタンスの電源が回復しました。日本時間 18:30 より大部分の EC2 インスタンスと EBS ボリュームは回復しました。 我々は残りの EC2 インスタンスと EBS ボリュームの回復に取り組んでいます。少数の EC2 インスタンスと EBS ボリュームが電源が落ちたハードウェア ホスト上に残されています。我々は影響をうけた全ての EC2 インスタンスと EBS ボリュームの回復のための作業を継続しています。 早期回復の為、可能な場合残された影響を受けている EC2 インスタンスと EBS ボリュームのリプレースを推奨します。いくつかの影響をうけた EC2 インスタンスはお客様側での作業が必要になる可能性がある為、 後ほどお客様個別にお知らせすることを予定しています。<br><br>詳細は <a href=""https://aws.amazon.com/message/56489/"">こちら</a> をご参照ください。追加のご質問がある場合は、<a href=""https://aws.amazon.com/support"">AWS サポート</a>までご連絡ください。 | Beginning at 8:36 PM PDT a small percentage of EC2 servers in a single Availability Zone in the AP-NORTHEAST-1 Region shutdown due to overheating. This resulted in impaired EC2 instances and degraded EBS volume performance for resources in the affected area of the Availability Zone. The overheating was caused by a control system failure that caused multiple, redundant cooling systems to fail in parts of the affected Availability Zone. The chillers were restored at 11:21 PM PDT and temperatures in the affected areas began to return to normal. As temperatures returned to normal, power was restored to the affected instances. By 2:30 AM PDT, the vast majority of instances and volumes had recovered. We have been working to recover the remaining instances and volumes. A small number of remaining instances and volumes are hosted on hardware which was adversely affected by the loss of power. We continue to work to recover all affected instances and volumes. For immediate recovery, we recommend replacing any remaining affected instances or volumes if possible. Some of the affected instances may require action from customers and we will be reaching out to those customers with next steps.<br><br>Additional details are available <a href=""https://aws.amazon.com/message/56489/"">here</a>. If you have additional questions, please contact <a href=""https://aws.amazon.com/support"">AWS Support</a>.</div>",インスタンスの接続性について | Instance Availability,AWS,2020,Amazon Elastic Compute Cloud,compute,21:18,02:39,1,PDT,Tokyo,a small percentage of EC2 servers in a single Availability Zone in the AP-NORTHEAST-1 Region shutdown due to overheating. This resulted in impaired EC2 instances and degraded EBS volume performance for resources in the affected area of the Availability Zone.,OTHERS,"The overheating was caused by a control system failure that caused multiple, redundant cooling systems to fail in parts of the affected Availability Zone.",
625,AWS Internet Connectivity (Oregon),"<div><span class=""yellowfg""> 7:43 AM PST</span>&nbsp;We are investigating Internet connectivity issues to the US-WEST-2 Region.</div><div><span class=""yellowfg""> 8:01 AM PST</span>&nbsp;We have identified the root cause of the Internet connectivity to the US-WEST-2 Region and have taken steps to restore connectivity. We have seen some improvement to Internet connectivity in the last few minutes but continue to work towards full recovery.</div><div><span class=""yellowfg""> 8:14 AM PST</span>&nbsp;We have resolved the issue affecting Internet connectivity to the US-WEST-2 Region. Connectivity within the region was not affected by this event. The issue has been resolved and the service is operating normally.
</div><div><span class=""yellowfg"">12:14 PM PST</span>&nbsp;Between 7:14 AM PST and 7:59 AM PST, customers experienced elevated network packet loss that impacted connectivity to a subset of Internet destinations. Traffic within AWS Regions, between AWS Regions, and to other destinations on the Internet was not impacted. The issue was caused by network congestion between parts of the AWS Backbone and a subset of Internet Service Providers, which was triggered by AWS traffic engineering, executed in response to congestion outside of our network. This traffic engineering incorrectly moved more traffic than expected to parts of the AWS Backbone that affected connectivity to a subset of Internet destinations. The issue has been resolved, and we do not expect a recurrence.</div>",[RESOLVED] Internet Connectivity,AWS,2022,AWS Internet Connectivity,network,07:14,07:59,0,PST,Oregon,customers experienced elevated network packet loss that impacted connectivity to a subset of Internet destinations.,UNAVIL,"The issue was caused by network congestion between parts of the AWS Backbone and a subset of Internet Service Providers, which was triggered by AWS traffic engineering, executed in response to congestion outside of our network. This traffic engineering incorrectly moved more traffic than expected to parts of the AWS Backbone that affected connectivity to a subset of Internet destinations. ",
557,AWS Direct Connect (GovCloud),"<div><span class=""yellowfg""> 2:14 PM PDT</span>&nbsp;We are investigating network connectivity issues affecting Direct Connect customers using the US-GOV-WEST-1 Region. </div><div><span class=""yellowfg""> 2:35 PM PDT</span>&nbsp;Between 1:36 PM and 2:15 PM PDT we experienced network connectivity issues affecting Direct Connect customers using the US-GOV-WEST-1 Region. The issue has been resolved and the service is operating normally.</div>",[RESOLVED] Network Connectivity,AWS,2017,AWS Direct Connect,network,13:36,14:15,0,PDT,GovCloud,we experienced network connectivity issues affecting Direct Connect customers using the US-GOV-WEST-1 Region. ,UNAVIL,UNKNOWN,
500,Amazon Relational Database Service (Mumbai),"<div><span class=""yellowfg""> 6:18 PM PDT</span>&nbsp;We can confirm that some database instances in the AP-SOUTH-1 Region are experiencing degraded performance or are unavailable. We are working to resolve the issue.</div><div><span class=""yellowfg""> 7:22 PM PDT</span>&nbsp;We are seeing recovery for the majority of database instances that experienced degraded performance or unavailability in a single Availability Zone in the AP-SOUTH-1 Region. We are continuing to work to resolve the small number of instances still experiencing degraded performance or unavailability.</div><div><span class=""yellowfg""> 9:53 PM PDT</span>&nbsp;Between 4:26 PM and 6:35 PM PDT, some database instances experienced degraded performance or unavailability in a single Availability Zone in the AP-SOUTH-1 Region. The issue has been resolved and the service is operating normally. We are continuing to resolve the degraded performance or unavailability for a very small number of database instances and will update those customers through the Personal Health Dashboard.</div>",[RESOLVED] Database Instance Unavailability,AWS,2017,Amazon Relational Database Service,database,16:26,18:35,0,PDT,Mumbai,some database instances experienced degraded performance or unavailability in a single Availability Zone in the AP-SOUTH-1 Region.,"UNAVIL, DEPERF",UNKNOWN,
325,Amazon Elastic Compute Cloud (Seoul),"<div><span class=""yellowfg""> 9:07 PM PST</span>&nbsp;2020년 11월 11 일 오전 4:59에서 오전 11:25 (대한민국 시간 기준) 사이에 AP-NORTHEAST-2 Region 내 한 개의 Availability Zone에서 소수 instance의 연결 (connectivity) 이슈가 있었습니다. 해당 이슈는 해결 되었고 서비스는 정상적으로 제공되고 있습니다. 본 서비스의 이용을 복구하기 위하여 이용자가 추가적으로 조치할 사항은 없습니다. 만약 질문이 있으시거나 서비스 관련 운영상의 이슈가 있을경우, AWS Support Center상 다음 링크(https://console.aws.amazon.com/support ) 를 통하여 AWS Support Department에 연락하여 주시길 바랍니다. | Between 11:59 AM and 6:25 PM PST on November 10, 2020, a small number of instances experienced connectivity issues in a single Availability Zone in the AP-NORTHEAST-2 Region. The issue has been resolved and the service is operating normally.  Customers do not need to take additional measures to restore the availability of this service. If you have any questions or are experiencing any operational issue with any of our services, please contact the AWS Support department via the AWS Support Center at https://console.aws.amazon.com/support.</div>",[RESOLVED] 네트워크 연결 | Network Connectivity,AWS,2020,Amazon Elastic Compute Cloud,compute,11:59,18:25,0,PST,Seoul,a small number of instances experienced connectivity issues in a single Availability Zone in the AP-NORTHEAST-2 Region,UNAVIL,UNKNOWN,
735,AWS Internet Connectivity (N. Virginia),"<div><span class=""yellowfg""> 9:20 AM PST</span>&nbsp;We are investigating connectivity issues with an internet provider, mainly affecting the East Coast of the United States, outside of the AWS Network. We are investigating the issue with the external provider.</div><div><span class=""yellowfg"">10:05 AM PST</span>&nbsp;

We are starting to see recovery for the connectivity issues from end customers in the East Coast of the United States to AWS services. Connectivity to instances and services within the Region are not impacted by the event. Internet traffic to/from other external providers is also not impacted. All AWS services are operating normally at this time.
</div><div><span class=""yellowfg"">10:14 AM PST</span>&nbsp;Between 8:26 AM and 9:46 AM PST, some customers experienced connectivity issues from the East Coast of the United States to AWS services. Connectivity to instances and services within the Region were not impacted by the event. Internet traffic to/from other external providers was also not impacted. All AWS services continue to operate normally. </div>",[RESOLVED] External Network Connectivity Issues,AWS,2022,AWS Internet Connectivity,network,08:26,09:46,0,PST,N. Virginia,some customers experienced connectivity issues from the East Coast of the United States to AWS services.,UNAVIL,UNKNOWN,
88,Amazon Elastic Compute Cloud (N. Virginia),"<div><span class=""yellowfg""> 5:50 AM PST</span>&nbsp;We are investigating increased API and launch error rates in a single Availability Zone in the US-EAST-1 Region.</div><div><span class=""yellowfg""> 6:20 AM PST</span>&nbsp;Between 5:06 AM and 5:50 AM PST we experienced elevated error rates for instance related APIs and new instance launches in a single Availability Zone in the US-EAST-1 Region. Existing instances were not affected. The issue has been resolved and the service is operating normally.</div>",[RESOLVED] Increased API and Launch Error Rates,AWS,2020,Amazon Elastic Compute Cloud,compute,05:06,05:50,0,PST,N. Virginia,we experienced elevated error rates for instance related APIs and new instance launches in a single Availability Zone in the US-EAST-1 Region.,ERROR,UNKNOWN,
51,Amazon Elastic Compute Cloud (Ireland),"<div><span class=""yellowfg""> 1:06 AM PDT</span>&nbsp;We are investigating increased error rates for new launches in the EU-WEST-1 Region.

</div><div><span class=""yellowfg""> 1:37 AM PDT</span>&nbsp;We can confirm increased API error rates and connectivity issues for some instances in a single Availability Zone in the EU-WEST-1 Region.</div><div><span class=""yellowfg""> 2:14 AM PDT</span>&nbsp;We continue to investigate connectivity issues from some instances to some AWS services in the EU-WEST-1 Region. We have identified the root cause and are taking steps to resolve the issue.</div><div><span class=""yellowfg""> 3:03 AM PDT</span>&nbsp;We have resolved the connectivity issues from EC2 instances to the affected AWS services in the EU-WEST-1 Region. We continue to see elevated error rates for the RunInstances EC2 API, which we are working to resolve. Internet connectivity and connectivity between EC2 instances remain unaffected.</div><div><span class=""yellowfg""> 3:28 AM PDT</span>&nbsp;Starting at 12:15 AM PDT we experienced increased API error rates for the EC2 API, and connectivity issues between EC2 instances and AWS services in the EU-WEST-1 Region. At 2:29 AM PDT, the connectivity issues between EC2 instances and AWS services were resolved. At 2:59 AM PDT, the increased API error rates for the EC2 APIs were fully resolved. Internet connectivity and connectivity between EC2 instances was not affected. The issue has been resolved and the service is operating normally.</div>",[RESOLVED] Network Connectivity,AWS,2020,Amazon Elastic Compute Cloud,compute,00:15,02:59,0,PDT,Ireland," we experienced increased API error rates for the EC2 API, and connectivity issues between EC2 instances and AWS services in the EU-WEST-1 Region","ERROR, UNAVIL",UNKNOWN,
27,Amazon Chime,"<div><span class=""yellowfg"">11:02 AM PDT</span>&nbsp;We are investigating meeting availability issues in the US-EAST-1 Region.</div><div><span class=""yellowfg"">11:18 AM PDT</span>&nbsp;We continue to investigate meeting availability issues in the US-EAST-1 Region. </div><div><span class=""yellowfg"">11:49 AM PDT</span>&nbsp;Between 10:24 AM PDT and 11:31 AM PDT, we experienced meeting availability issues in the US-EAST-1 Region. The issue has been resolved and the service is operating normally. </div>",[RESOLVED] Availability,AWS,2020,Amazon Chime,others,10:24,11:31,0,PDT,UNKNOWN,we experienced meeting availability issues in the US-EAST-1 Region.,UNAVIL,UNKNOWN,
